url,question,answer
https://www.familysearch.org/en/help/helpcenter/article/viewing-the-source-image-and-person-side-panel,What does FamilySearch do after you click Find Your Family?,It generates a list of Family Tree profiles that potentially match your ancestors.
https://www.familysearch.org/en/help/helpcenter/article/viewing-the-source-image-and-person-side-panel,What does the message “This source has not been attached to all people found in the record” mean?,The source contains information about people not yet attached to Family Tree. 
https://www.familysearch.org/en/help/helpcenter/article/viewing-the-source-image-and-person-side-panel,How can you attach a record to other people in Family Tree?,Use the source linker to attach the record or add missing people. 
https://www.familysearch.org/en/help/helpcenter/article/viewing-the-source-image-and-person-side-panel,What should you do before adding a person to Family Tree from a record?,Indicate whether the person is living. 
https://www.familysearch.org/en/help/helpcenter/article/viewing-the-source-image-and-person-side-panel,How can you dismiss an unfinished attachment notification?,Click Dismiss.
https://www.familysearch.org/en/help/helpcenter/article/viewing-the-source-image-and-person-side-panel,How can you attach a source to multiple family members?,"Review names in the left column, match them with names in the right column, click Compare, review information, and click Attach. "
https://www.familysearch.org/en/help/helpcenter/article/viewing-the-source-image-and-person-side-panel,What should you do if something in the source is new or missing in Family Tree?,Click Add to include the new detail before clicking Attach.
https://www.familysearch.org/en/help/helpcenter/article/viewing-the-source-image-and-person-side-panel,What is the benefit of viewing the source image?,It may contain more information and reveal transcription mistakes. 
https://www.familysearch.org/en/help/helpcenter/article/viewing-the-source-image-and-person-side-panel,What is the difference between viewing the record and viewing the image?,"The record is a summary of details, while the image is the actual source. "
https://www.familysearch.org/en/help/helpcenter/article/viewing-the-source-image-and-person-side-panel,How do you view the person side panel?,Click a name in the right column or View Person at the top.
https://www.familysearch.org/en/help/helpcenter/article/viewing-the-source-image-and-person-side-panel,What should you do if the names in the left column do not match those in the right column?,"Select Not a Match, check applicable boxes, add details if needed, and repeat for other mismatches."
https://www.familysearch.org/en/help/helpcenter/article/viewing-the-source-image-and-person-side-panel,What improvements have been made to Source Linker?,"Faster experience, updated design, and new features including color-coded buttons. "
https://www.familysearch.org/en/help/helpcenter/article/viewing-the-source-image-and-person-side-panel,What does the green Add button do?,Adds a person or detail to Family Tree. 
https://www.familysearch.org/en/help/helpcenter/article/viewing-the-source-image-and-person-side-panel,What does the purple Compare button do?,Compares the person in the record with the person in Family Tree.
https://www.familysearch.org/en/help/helpcenter/article/viewing-the-source-image-and-person-side-panel,What are some benefits of adding sources to Family Tree?,"Easier collaboration, added richness to the tree, accuracy demonstration, and conflict resolution. "
https://www.familysearch.org/en/help/helpcenter/article/viewing-the-source-image-and-person-side-panel,How do sources help with conflicting information?,They help determine which information is most likely correct.
https://www.familysearch.org/en/help/helpcenter/article/viewing-the-source-image-and-person-side-panel,How can you edit details from Family Tree in Source Linker?,"Click the Compare button, look for the Different label, click the pencil icon, make updates, and click Save. "
https://www.familysearch.org/en/help/helpcenter/article/viewing-the-source-image-and-person-side-panel,What should you do if a detail cannot be edited in Source Linker?,Go to the ancestor’s person page to make the update.
